ts_code,trade_date,close,open,high,low,pre_close,change,pct_chg,vol,amount
399975.SZ,20131223,544.6342,546.4548,550.9188,537.3829,545.6875,-1.0533,-0.193,4881305.5,5473443.616
399975.SZ,20131224,542.6584,545.3322,550.0633,537.759,544.6342,-1.9758,-0.3628,3981623.44,4470009.257
399975.SZ,20131225,552.8865,543.8028,553.2664,541.5286,542.6584,10.2281,1.8848,4721755.9,5334497.128
399975.SZ,20131226,543.7605,551.1461,551.1461,542.2139,552.8865,-9.126,-1.6506,4318400.25,4961955.274
399975.SZ,20131227,555.3718,543.7188,557.3282,543.569,543.7605,11.6113,2.1354,5901249.04,6720422.229
399975.SZ,20131230,555.2641,559.7026,559.7026,553.281,555.3718,-0.1077,-0.0194,4396749.65,5083840.32
399975.SZ,20131231,565.3455,553.1588,566.9799,551.784,555.2641,10.0814,1.8156,7070551.25,7863136.371
399975.SZ,20140102,560.8615,562.7088,564.7773,557.2835,565.3455,-4.484,-0.7931,3976128.35,4426633.154
399975.SZ,20140103,546.3786,557.2849,557.7195,544.9348,560.8615,-14.4829,-2.5823,5339316.05,5852614.498
399975.SZ,20140106,545.6085,544.8151,546.1083,535.0421,546.3786,-0.7701,-0.1409,5869264.79,6480187.022
399975.SZ,20140107,541.5291,539.5004,545.3361,538.6942,545.6085,-4.0794,-0.7477,3188524.36,3530306.291
399975.SZ,20140108,546.1839,543.2813,553.3775,542.6642,541.5291,4.6548,0.8596,5175858.31,5937541.553
399975.SZ,20140109,536.55,543.9745,549.8413,536.55,546.1839,-9.6339,-1.7639,4384139.03,4963826.844
399975.SZ,20140110,525.4815,533.6275,534.8879,524.0247,536.55,-11.0685,-2.0629,4521461.53,4878389.056
399975.SZ,20140113,521.7723,526.6845,531.0899,520.2993,525.4815,-3.7092,-0.7059,5244206.76,4698131.135
399975.SZ,20140114,526.4313,522.3242,529.4323,519.3368,521.7723,4.659,0.8929,4024945.27,3833698.971
399975.SZ,20140115,525.3865,525.7726,527.2519,519.1153,526.4313,-1.0448,-0.1985,4005607.42,3996377.063
399975.SZ,20140116,527.1721,525.1278,533.1296,523.0679,525.3865,1.7856,0.3399,4424527.61,4342592.696
399975.SZ,20140117,525.2826,524.4371,526.8122,518.2829,527.1721,-1.8895,-0.3584,5055390.61,4866915.887
399975.SZ,20140120,522.9769,522.9233,527.6099,520.508,525.2826,-2.3057,-0.4389,3384223.08,3262785.447
399975.SZ,20140121,533.8911,524.2814,538.3814,524.2814,522.9769,10.9142,2.0869,5055760.2,4951819.587
399975.SZ,20140122,548.6805,534.9223,548.7581,533.1269,533.8911,14.7894,2.7701,6677438.65,6770680.123
399975.SZ,20140123,543.8157,547.1399,549.0114,541.99,548.6805,-4.8648,-0.8866,4837083.58,4897440.247
399975.SZ,20140124,550.5792,541.4724,553.9405,541.1393,543.8157,6.7635,1.2437,5936822.27,5721020.946
399975.SZ,20140127,535.3563,545.5406,546.3651,534.9986,550.5792,-15.2229,-2.7649,5273816.09,5453968.864
399975.SZ,20140128,539.3865,538.9148,544.0841,536.0431,535.3563,4.0302,0.7528,3739650.32,4060308.528
399975.SZ,20140129,544.2122,542.1675,546.3724,539.639,539.3865,4.8257,0.8947,4139018.56,4452115.499
399975.SZ,20140130,536.3717,542.3395,544.2713,536.1789,544.2122,-7.8405,-1.4407,3729837.55,4044318.328
399975.SZ,20140207,540.4562,531.4801,540.5168,528.2345,536.3717,4.0845,0.7615,4279810.33,4710364.582
399975.SZ,20140210,553.3462,542.1069,554.3815,542.1069,540.4562,12.89,2.385,6110164.82,6597437.78
399975.SZ,20140211,555.3085,552.5943,562.9836,549.4162,553.3462,1.9623,0.3546,8018611.97,8469743.074
399975.SZ,20140212,556.0996,558.385,560.3968,550.7554,555.3085,0.7911,0.1425,6168094.62,6833516.316
399975.SZ,20140213,548.4493,554.8569,557.5761,548.416,556.0996,-7.6503,-1.3757,6179150.12,6577149.681
399975.SZ,20140214,551.1313,548.0103,552.2819,546.8066,548.4493,2.682,0.489,3859196.25,4056622.171
399975.SZ,20140217,555.9349,555.3613,557.0656,553.0024,551.1313,4.8036,0.8716,6124319.32,6730191.353
399975.SZ,20140218,537.8973,557.0278,557.0278,536.4078,555.9349,-18.0376,-3.2446,8046012.75,8662230.275
399975.SZ,20140219,539.3788,536.6172,543.5135,529.9987,537.8973,1.4815,0.2754,6982778.04,7483831.639
399975.SZ,20140220,525.8344,539.1423,543.1418,525.7449,539.3788,-13.5444,-2.5111,6751822.85,7116504.412
399975.SZ,20140221,514.4914,523.6576,524.1809,510.3738,525.8344,-11.343,-2.1571,6812908.13,7066777.645
399975.SZ,20140224,506.7037,510.9724,510.9724,500.8049,514.4914,-7.7877,-1.5137,6505761.31,6433490.125
399975.SZ,20140225,491.206,507.3918,509.7155,490.0024,506.7037,-15.4977,-3.0585,6482060.07,6406060.619
399975.SZ,20140226,487.7681,488.0477,490.4199,480.3826,491.206,-3.4379,-0.6999,5457573.52,5561470.565
