ts_code,trade_date,trade_dt,close,volume,range_low_120,range_high_120,trading_range_flag,trend_slope_60,volume_trend_20,weekly_trend_26,phase,spring,sos,accumulation_score,future_return_5d,future_return_10d,future_return_20d,spring_success_10d
300759.SZ,20190311,2019-03-11,17.44,144204.55,,,0,,,,B,0,0,,0.0521788990825689,-0.01490825688073405,-0.0028669724770642446,0
300759.SZ,20190312,2019-03-12,17.67,150877.86,,,0,,,,B,0,0,,0.08941709111488394,-0.015846066779852896,-0.027730616864742652,0
300759.SZ,20190313,2019-03-13,16.98,132169.54,,,0,,,,B,0,0,,0.07302709069493507,0.01590106007067127,-0.01531213191990588,0
300759.SZ,20190314,2019-03-14,15.98,135795.99,,,0,,,,B,0,0,,0.11952440550688359,0.027534418022528317,0.06132665832290374,0
300759.SZ,20190315,2019-03-15,17.58,183714.17,,,0,,80.62134738957172,,B,0,0,0.0,0.012514220705347023,0.027872582480091168,-0.04379977246871447,0
300759.SZ,20190318,2019-03-18,18.35,195076.66,,,0,,80.88712817977427,,B,0,0,0.0,-0.06376021798365128,0.003814713896457711,-0.08882833787465949,0
300759.SZ,20190319,2019-03-19,19.25,208150.17,,,0,,76.85277617877675,,B,0,0,0.0,-0.09662337662337661,-0.04207792207792205,-0.13454545454545452,0
300759.SZ,20190320,2019-03-20,18.22,151799.93,,,0,,77.01963095398285,,B,0,0,0.0,-0.05323819978046096,-0.0005488474204170535,-0.11031833150384185,0
300759.SZ,20190321,2019-03-21,17.89,109541.12,,,0,,4.927902316860469,,B,0,0,0.0,-0.08216880939072102,0.06092789267747345,-0.060368921185019686,0
300759.SZ,20190322,2019-03-22,17.8,84307.81,,,0,,2.9352283288548238,,B,0,0,0.0,0.015168539325842723,-0.017977528089887618,-0.0702247191011236,0
300759.SZ,20190325,2019-03-25,17.18,90320.25,,,0,,1.5789555371619315,,B,0,0,0.0,0.0721769499417928,0.01222351571594893,-0.038416763678696175,0
300759.SZ,20190326,2019-03-26,17.39,77628.44,,,0,,1.0146577342723875,,B,0,0,0.0,0.0603795284646349,-0.012075905692927047,-0.08510638297872342,0
300759.SZ,20190327,2019-03-27,17.25,75132.16,,,0,,0.7230342520224895,,B,0,0,0.0,0.05565217391304356,-0.030724637681159517,-0.11304347826086958,0
300759.SZ,20190328,2019-03-28,16.42,77970.1,,,0,,0.5037433899803045,,B,0,0,0.0,0.15590742996345908,0.032886723507917104,-0.04933008526187588,0
300759.SZ,20190329,2019-03-29,18.07,122682.93,3.94,20.1,0,,0.3319836636325506,,B,0,0,0.0,-0.03265080243497509,-0.06972883231876048,-0.1527393469839513,0
300759.SZ,20190401,2019-04-01,18.42,136591.65,3.94,20.1,0,,0.12839502296705452,,B,0,0,0.0,-0.05591748099891425,-0.09229098805646052,-0.16883821932681875,0
300759.SZ,20190402,2019-04-02,18.44,102142.84,3.94,20.1,0,,0.01738668338288174,,B,0,0,0.0,-0.06832971800433851,-0.09652928416485906,-0.25271149674620397,0
300759.SZ,20190403,2019-04-03,18.21,121007.43,3.94,20.1,0,,-0.10192402636038311,,B,0,0,0.0,-0.08182317408017581,-0.10982976386600773,-0.23393739703459648,0
300759.SZ,20190404,2019-04-04,18.98,141953.05,3.94,20.1,0,,-0.21908137325888977,,B,0,0,5.7,-0.1064278187565858,-0.11433087460484725,-0.2565858798735512,0
300759.SZ,20190408,2019-04-08,17.48,136605.51,3.94,20.1,0,,-0.2936395504675413,,B,0,0,10.88,-0.038329519450800986,-0.05320366132723109,-0.20766590389016026,0
300759.SZ,20190409,2019-04-09,17.39,63998.45,3.94,20.1,0,,-0.3414100769852112,,B,0,0,9.94,-0.03852788959171949,-0.05002875215641178,-0.16158711903392753,0
300759.SZ,20190410,2019-04-10,17.18,54603.8,3.94,20.1,0,,-0.39075562561680577,,B,0,0,10.17,-0.030267753201396963,-0.07392316647264263,-0.15192083818393476,0
300759.SZ,20190411,2019-04-11,16.72,52789.4,3.94,20.1,0,,-0.4286531595152784,,B,0,0,13.63,-0.030502392344497475,-0.08492822966507163,-0.13157894736842102,0
300759.SZ,20190412,2019-04-12,16.96,31895.36,3.94,20.1,0,,-0.4712426222281372,,B,0,0,22.71,-0.00884433962264164,-0.07959905660377364,-0.11851415094339635,0
300759.SZ,20190415,2019-04-15,16.81,33129.05,3.94,20.1,0,,-0.5273736757782574,,B,0,0,22.3,-0.01546698393813195,-0.08923259964306951,-0.08268887566924443,0
300759.SZ,20190416,2019-04-16,16.72,43998.31,3.94,20.1,0,,-0.5802610704062503,,B,0,0,22.47,-0.011961722488038284,-0.08433014354066981,-0.0944976076555023,0
300759.SZ,20190417,2019-04-17,16.66,34513.19,3.94,20.1,0,,-0.6344738818751909,,B,0,0,26.16,-0.04501800720288118,-0.1728691476590637,-0.1170468187274909,0
300759.SZ,20190418,2019-04-18,16.21,45844.81,3.94,20.1,0,,-0.6670078611162944,,B,0,0,26.84,-0.056138186304750204,-0.13942011104256635,-0.07464528069093157,0
300759.SZ,20190419,2019-04-19,16.81,52838.71,3.94,20.1,0,,-0.6512629493098876,,B,0,0,27.16,-0.07138607971445565,-0.16061867935752527,-0.1148126115407494,0
300759.SZ,20190422,2019-04-22,16.55,31955.87,3.94,20.1,0,,-0.6468323465273604,,B,0,0,27.42,-0.07492447129909363,-0.163141993957704,-0.10211480362537773,0
300759.SZ,20190423,2019-04-23,16.52,34499.11,3.94,20.1,0,,-0.6320059940575393,,B,0,0,27.72,-0.07324455205811131,-0.11743341404358354,-0.11016949152542377,0
300759.SZ,20190424,2019-04-24,15.91,58860.82,3.94,20.1,0,,-0.6114799433520725,,B,0,0,27.08,-0.1338780641106223,-0.08422375864236331,-0.040226272784412376,0
300759.SZ,20190425,2019-04-25,15.3,35393.9,3.94,20.1,0,,-0.6010521760670835,,B,0,0,24.03,-0.08823529411764719,-0.050980392156862786,-0.015686274509803977,0
300759.SZ,20190426,2019-04-26,15.61,33830.51,3.94,20.1,0,,-0.5916363128045741,,B,0,0,27.64,-0.09609224855861631,-0.042280589365791155,-0.03523382447149259,0
300759.SZ,20190429,2019-04-29,15.31,38348.12,3.94,20.1,0,,-0.5978609713675953,,B,0,0,25.71,-0.09536250816459835,0.007184846505551956,-0.022207707380796804,0
300759.SZ,20190430,2019-04-30,15.31,22334.78,3.94,20.1,0,2.236786469344609,-0.614654283129933,,E,0,0,22.79,-0.047681254082299174,-0.011103853690398457,0.01436969301110369,0
